file_name,initial_velocity_cgs,weber,bond,ohnesorge,parent_folder,number_of_harmonics,contact_time_ms_00R,contact_time_ms002R,coef_restitution00R,coef_restitution002R,max_contact_radius_cm_00R,max_contact_radius_cm_002R,min_height_exp,spread_time_ms_00R,spread_time_ms_02R,spread_time_width_ms
higherResolution_t_rc20250201T131322.mat,-30.0372356502507,0.857695898590895,0.0189,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.45971541211214,1.50159044420708,0.579569140104471,0.579063474017939,0.0147584570545686,0.0173986810080612,1.20704427165928,0.295339674900451,0.363271524461401,0.546508750250794
higherResolution_t_rc20250201T131332.mat,-8.7968386923474,0.0735642254459641,0.0189,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.89330235980342,2.3429502152142,0.226027160215292,0.203062720127253,0.00759455342656036,0.0101236570344737,1.79257069756812,0.458539984536455,0.611982539465784,0.836932304459365
higherResolution_t_rc20250201T131348.mat,-13.9420497586799,0.184784979742229,0.0189,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.68086635657107,1.72141625932538,0.902493599217788,0.902071284272862,0.0105382875893608,0.0133043928996427,1.41100920506236,0.51678856606788,0.592318056698142,0.851829639889404
higherResolution_t_rc20250201T131454.mat,-30.0372356502507,0.857695898590895,0.0189,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.46269487919815,1.48296877491953,0.791186583520656,0.790978027265855,0.0149827460703506,0.0177026162797345,1.16445668373854,0.321261038548711,0.341819361442155,0.529227841151957
higherResolution_t_rc20250201T131530.mat,-44.0886324888294,1.84784979742229,0.0189,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.23789408755886,1.52005883026878,0.127672859739346,0.1260861544768,0.014410761806781,0.016561183706582,1.4258055412221,0.233813679574405,0.319920278360008,0.428968773707842
higherResolution_t_rc20250201T131552.mat,-23.8594243700609,0.541169526546464,0.0189,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.43923157589584,1.75313545569052,0.174464573394616,0.170532871290279,0.0115530871704122,0.0137680935314303,1.60377252382605,0.321782445288762,0.421147672607075,0.566545666404187
higherResolution_t_rc20250201T131609.mat,-37.8146392601503,1.35935639087853,0.0189,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.40817063152421,1.425015358636,0.745256394196795,0.745090394150715,0.0165742513231332,0.019308094222221,1.10944420122092,0.251839455444748,0.291317394334342,0.470681312911931
higherResolution_t_rc20250201T131720.mat,-27.818046476915,0.735642254459641,0.0189,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.38403694812754,1.6882551362028,0.162738313906954,0.159631502549379,0.0123429797117605,0.0144346005839372,1.56435589942611,0.346288562071164,0.393960035447267,0.529674761214858
higherResolution_t_rc20250201T131731.mat,-44.0886324888294,1.84784979742229,0.0189,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.3660111722572,1.40073117347417,0.496414428105559,0.496103669494862,0.0173739187636286,0.0200097857148464,1.09675304640325,0.225322198379285,0.276718005612907,0.448484283121184
higherResolution_t_rc20250201T131811.mat,-23.8594243700609,0.541169526546464,0.0189,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.52325254772126,1.57064309667254,0.628508241714725,0.627834594262506,0.0133713700959771,0.0160013060716582,1.28034032522546,0.383159467260493,0.415039765080762,0.612280486174385
higherResolution_t_rc20250201T131849.mat,-35.0208456162595,1.16591440117983,0.0189,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.30746464401714,1.59961298677539,0.144962892864757,0.142755042943169,0.013372653648361,0.0154646927689976,1.49919730745064,0.278803632573112,0.35373722978618,0.477385113855446
higherResolution_t_rc20250201T131855.mat,-44.0886324888294,1.84784979742229,0.0189,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.37450265345232,1.38955817190164,0.713032498657816,0.712891395346351,0.0177349122257235,0.0204797870124282,1.09152170714838,0.24021953380932,0.259586069868366,0.43284208091965
higherResolution_t_rc20250201T131936.mat,-27.818046476915,0.735642254459641,0.0189,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.48027373500559,1.52378855305517,0.596111219805771,0.59555470418952,0.0142846956700761,0.0169240306447515,1.23101486302447,0.366102018193107,0.377126046411331,0.567513993207139
higherResolution_t_rc20250201T131945.mat,-23.8594243700609,0.541169526546464,0.0189,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",120,1.52206076088685,1.54680735998448,0.832491709288844,0.832233758076534,0.0134837147518445,0.016220564134149,1.24714723838863,0.353215823046129,0.407591097365746,0.612429459528685
