file_name,initial_velocity_cgs,weber,bond,ohnesorge,parent_folder,number_of_harmonics,max_width,contact_time_ms,coef_restitution,north_pole_min_height,north_pole_exp_min_height,max_contact_radius,spread_time_ms,spread_time_width_ms,contact_time_exp_ms,coef_rest_exp,max_contact_radius_exp,spread_time_exp_ms
pureIC20241107T105930-2.mat,-0.324334610001251,0.0001,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00149316783478,2.88771412164098,0.987130823682073,1.98331992996972,1.98331992996972,0.06063617749436,0.466816957238227,1.02663081567308,4.3316857106653,0.987130823682073,0.256173981438019,1.65126763725754
pureIC20241107T105930-3.mat,-0.458134813647345,0.000199526231496888,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00222235982945,2.81624852269181,0.982367549906792,1.9768696207015,1.9768696207015,0.0941632482391692,1.7209007849516,1.01151309281845,3.80897899014603,0.982367549906792,0.268179183719948,1.61141182245896
pureIC20241107T105930-6.mat,-0.363909417790234,0.000125892541179417,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00171479801514,2.86389225532459,0.984501296218204,1.9814118796502,1.9814118796502,0.060647560136426,0.400619655647527,1.03350250787972,4.2567842656128,0.984501296218204,0.260209097086625,1.62286464280338
pureIC20241107T105930.mat,-0.408313082454925,0.000158489319246111,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00196104473131,2.84465151714597,0.981866475666203,1.97926421822447,1.97926421822447,0.0942009331636156,1.45015611200954,1.01861384143199,4.00665466929069,0.981866475666203,0.264235370178153,1.62813294016181
pureIC20241107T110123-9.mat,-3.63909417790234,0.0125892541179417,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.02699645025057,2.14625853254331,0.972280466645863,1.83495384030283,1.83495384030283,0.279129459583721,1.33265017527581,1.00853535952891,2.28163086901434,0.972280466645863,0.429298995213736,1.34341582639956
pureIC20241107T110123.mat,-7.26094747379119,0.0501187233627273,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.06428627689905,1.85833462908463,0.98080632803562,1.67727482676396,1.67727482676396,0.379753994089686,0.872704910244181,0.956997667979052,1.93713003305423,0.98080632803562,0.530352041617379,1.24263100736868
pureIC20241107T110124.mat,-0.914099128845838,0.000794328234724282,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00498391163124,2.61215926415427,0.97122372149045,1.95590368805275,1.95590368805275,0.12687750857198,1.70349249802809,1.06167644592698,3.11906109259824,0.97122372149045,0.301362193955036,1.49779984464233
pureIC20241107T110125.mat,-1.82386754393198,0.00316227766016838,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.01144231255251,2.33591723744689,0.970501403835053,1.91507559052117,1.91507559052117,0.190071355353983,1.50352625481454,1.04678777947924,2.72806180603979,0.970501403835053,0.354224895171726,1.37594183617771
pureIC20241107T110245.mat,-6.47132624775624,0.0398107170553497,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.0556953187803,1.89315120293166,0.979549148490798,1.71213281221368,1.71213281221368,0.36405907493975,1.28225776576037,0.973031616461228,2.00745034996896,0.979549148490798,0.512604886170265,1.2579777866302
pureIC20241107T110256.mat,-3.24334610001251,0.01,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.02337836135822,2.18015888076279,0.97220992457734,1.85189322122098,1.85189322122098,0.250167738154299,1.45267573248532,1.02159157472153,2.33019082727468,0.97220992457734,0.414638567399643,1.34776789813044
pureIC20241107T110306.mat,-1.62552365956107,0.00251188643150958,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00994211247435,2.37187909332836,0.970630152455964,1.92355761036087,1.92355761036087,0.158685895023118,1.70624117491075,1.04816211792057,2.7869293026101,0.970630152455964,0.3432491358096,1.43251876867914
pureIC20241107T110314.mat,-0.814691706131093,0.000630957344480193,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00436975461784,2.67217204275902,0.971411644987561,1.96040837905393,1.96040837905393,0.126969111246198,1.59606504319744,1.08320774817447,3.1987727221954,0.971411644987561,0.295646470839605,1.49573833698033
pureIC20241107T110408.mat,-5.76757558928228,0.0316227766016838,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.04823651521853,1.93071645366135,0.977704152211922,1.74231178913795,1.74231178913795,0.337458481205648,1.3564720415922,0.978758026633434,2.0814355693939,0.977704152211922,0.494552014003078,1.26943060697462
pureIC20241107T110430.mat,-2.89063525432857,0.00794328234724281,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.02017799191471,2.21085243928584,0.972253693534074,1.86773755236183,1.86773755236183,0.220140507072098,1.55529300277131,1.02731798489374,2.39638812886542,0.972253693534074,0.402038388460338,1.34891318016488
pureIC20241107T110449.mat,-1.4487494865424,0.00199526231496888,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00862932550908,2.41310924656827,0.969669533462721,1.93141321271663,1.93141321271663,0.158688603239,1.63042350423069,1.04724589229302,2.85312660420084,0.969669533462721,0.333838812495138,1.44236819417534
