file_name,initial_velocity_cgs,weber,bond,ohnesorge,parent_folder,number_of_harmonics,max_width,contact_time_ms,coef_restitution,north_pole_min_height,north_pole_exp_min_height,max_contact_radius,spread_time_ms,spread_time_width_ms
simulation 20241024T152948-7.mat,-39.7227150213823,1.5,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.3156827793604,1.41180533319123,0.579536236784237,0.702415862545181,1.0867106065679,0.829771390296327,0.230979837483713,0.453710395057289
simulation 20241024T152948.mat,-44.7064407624741,1.9,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.34851680400346,1.37762974499211,0.632420591865234,0.469372995664697,0.973740204312014,0.858259978414733,0.182662626581508,0.42307021253394
simulation 20241024T152954-9.mat,-39.7227150213823,1.5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.32502474980127,1.40237758472251,0.667409328138664,0.571258994025177,1.04372763632068,0.832850996572864,0.226265963249351,0.448996520822928
simulation 20241024T152954.mat,-42.2880593922123,1.7,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.13564482454169,1.415340738867,0.112018833771363,1.46329939056878,1.46329939056878,0.711238524442734,0.246299928745388,0.438390303795615
simulation 20241024T153000-5.mat,-36.9798351832539,1.3,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.12274557086356,1.46130101265203,0.121993145638323,1.49517053351849,1.49549177795632,0.631425036067729,0.176770283788556,0.470208954877554
simulation 20241024T153000.mat,-42.2880593922123,1.7,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.21563139648032,1.38116515066788,0.231867731498526,1.26214972301603,1.60747135425738,0.737799391856397,0.172056409554194,0.470208954877554
simulation 20241024T153004.mat,-39.7227150213823,1.5,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.20519980945525,1.39366574098174,0.241309186710132,1.28669800523214,1.56419807404226,0.738939652375125,0.215523974700853,0.478685673118449
simulation 20241024T153006-2.mat,-36.9798351832539,1.3,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.19555692562669,1.42241155021855,0.250693988212766,1.31095358757345,1.5718016260695,0.727654515589142,0.210945871987677,0.494956794607951
simulation 20241024T153006-4.mat,-34.0165008737127,1.1,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.11385278687797,1.47823843991497,0.128351717707214,1.5174967315268,1.61397886225097,0.636454449714217,0.232522457612994,0.488548990363766
simulation 20241024T153006.mat,-42.2880593922123,1.7,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.30115182648781,1.40119911616392,0.430545410745015,0.906406762196626,1.53871502412111,0.834256666645427,0.218016683339219,0.450174989381518
simulation 20241024T153012-6.mat,-36.9798351832539,1.3,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.27858255027453,1.43655317292163,0.468142855902045,0.972235021025748,1.50433182241182,0.801999825703631,0.288724796854641,0.486707514697818
simulation 20241024T153012.mat,-42.2880593922123,1.7,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.32745316474562,1.39766371048815,0.560717212083087,0.657608959564978,1.05222897310932,0.844130576243591,0.205053529194725,0.439568772354205
simulation 20241024T153018-3.mat,-36.9798351832539,1.3,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.30260353720483,1.42948236157009,0.601871374684335,0.753952231218599,1.11910787002663,0.812678055525041,0.266333894241424,0.472565891994734
simulation 20241024T153018.mat,-42.2880593922123,1.7,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.33722000684849,1.38941443057802,0.648618870334965,0.517160719043598,1.00538947068478,0.846808571451598,0.201518123518954,0.434854898119844
simulation 20241024T153024-9.mat,-36.9798351832539,1.3,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.31148221163737,1.41887614454278,0.689207122645499,0.63444228198877,1.08406890830485,0.815563305944271,0.260441551448472,0.467852017760373
simulation 20241024T153024.mat,-39.7227150213823,1.5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.1300288678588,1.43537470436304,0.116997950156003,1.47705955462736,1.47705955462736,0.704893756672731,0.293438671089003,0.454888863615879
simulation 20241024T153027.mat,-39.7227150213823,1.5,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.29022298613751,1.41339237547237,0.451345496306108,0.935267709820008,1.24007312030491,0.794627265870782,0.220560562230376,0.470291360569244
simulation 20241024T153029.mat,-34.0165008737127,1.1,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.1844097689875,1.44256261158085,0.265665439335757,1.3359279374838,1.47398938034896,0.717095708663813,0.296738948614418,0.517509368658525
simulation 20241024T153030.mat,-39.7227150213823,1.5,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.20590353406372,1.40002064760533,0.240298020747442,1.28583125039567,1.59199919293057,0.733523565504838,0.18855496937446,0.480815171904867
simulation 20241024T153031.mat,-34.0165008737127,1.1,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.11423762557443,1.4895842580582,0.127668209006139,1.51648238426467,1.52281676773884,0.627948879580706,0.201518123518954,0.484350577580638
simulation 20241024T153037.mat,-36.9798351832539,1.3,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.31015714837042,1.41545406636596,0.703975853800486,0.621539048161738,1.06641698556982,0.780589932800563,0.227338483836577,0.470138275138107
simulation 20241024T153038.mat,-34.0165008737127,1.1,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.28531044988306,1.44637668129589,0.635708046137859,0.806810542680476,1.15203574567167,0.757624887758324,0.276127498503771,0.499457495219801
simulation 20241024T153052.mat,-39.7227150213823,1.5,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.31560336201224,1.41003465045268,0.589120045941584,0.693932391859144,1.0604483050876,0.802956236532486,0.208388809034028,0.456440744863054
simulation 20241024T153053.mat,-34.0165008737127,1.1,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.26281095584632,1.45431464914974,0.492480503841847,1.01585157468995,1.57036950362967,0.755118404239434,0.312688142457908,0.50953477173678
simulation 20241024T153118.mat,-39.7227150213823,1.5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.3251061368499,1.4003811910211,0.680924353002728,0.560391329188554,1.0233477420711,0.80570732618393,0.204611368386886,0.45014501045115
simulation 20241024T153119.mat,-34.0165008737127,1.1,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.28565315466344,1.44717948348291,0.63390429360807,0.808316006080516,1.15041920742371,0.76550470090579,0.286665773555371,0.497363018540432
simulation 20241024T153144.mat,-36.9798351832539,1.3,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.12168256235512,1.44969777724767,0.122145796226589,1.49701811016288,1.62977185932716,0.671666861766045,0.291702361084894,0.467982924618212
simulation 20241024T153146.mat,-34.0165008737127,1.1,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.29407868988148,1.43668659279641,0.724401265638998,0.696317431691084,1.120361824972,0.768634149730545,0.279530607888546,0.49400529352075
simulation 20241024T153148-9.mat,-34.0165008737127,1.1,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.29371308854121,1.4362981993928,0.727627221208688,0.693567266434253,1.12288762779565,0.760348621722666,0.269942975517789,0.496479761930254
simulation 20241024T153148.mat,-34.0165008737127,1.1,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.11350242244753,1.47546684497071,0.128382008315031,1.51831133823639,1.55945185844081,0.638236712260943,0.247953560456518,0.487775618468501
simulation 20241024T153208.mat,-36.9798351832539,1.3,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.1951486137001,1.4157008114234,0.252134882700948,1.31021227783738,1.53409879458804,0.730429123414614,0.245953357691723,0.495264440403131
simulation 20241024T153211.mat,-44.7064407624741,1.9,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.14082298631081,1.39884217904674,0.107768160855605,1.45065111530216,1.45065111530216,0.715096333923482,0.219195151897809,0.425427149651121
simulation 20241024T153217.mat,-44.7064407624741,1.9,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.22338055172593,1.36466659084762,0.223705017990365,1.2434675515318,1.60843277555548,0.799827668306376,0.281653985503099,0.45842426929165
simulation 20241024T153223.mat,-44.7064407624741,1.9,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.31094512917906,1.38705749346084,0.416050644579353,0.878496510410014,1.53099822295684,0.844029708411942,0.197982717843182,0.438390303795615
simulation 20241024T153230.mat,-44.7064407624741,1.9,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.31123624791441,1.38443199717761,0.420395465217543,0.874720387850133,1.13246034210686,0.827160055604836,0.245743499877993,0.437973257254802
simulation 20241024T153232.mat,-36.9798351832539,1.3,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.27724647470637,1.43165000526688,0.469689619058696,0.973172987084963,1.55773719262158,0.778921813967158,0.254767385868389,0.486450412226465
simulation 20241024T153255-2.mat,-34.0165008737127,1.1,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.18422776470467,1.44133744034434,0.265937077899084,1.33666344835331,1.44016393550863,0.702856144540196,0.250931293746065,0.516865782143307
simulation 20241024T153255.mat,-44.7064407624741,1.9,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.33884669097642,1.38233341904031,0.553316663085496,0.607292756152211,0.977774895341361,0.840774374698737,0.2255971497599,0.425381788430994
simulation 20241024T153258.mat,-36.9798351832539,1.3,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.30156636975249,1.42661341773736,0.609848287423416,0.746313612429351,1.10892185191144,0.787175932775304,0.239237907652359,0.476377237167418
simulation 20241024T153259.mat,-44.7064407624741,1.9,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.14031382605515,1.39114744721697,0.108222015253113,1.45028814437557,1.46345414939934,0.686554366422903,0.191600183935617,0.425801504058454
simulation 20241024T153321.mat,-44.7064407624741,1.9,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.34914194785099,1.37351939086365,0.645966168768084,0.45412121976887,0.944572981593537,0.84523188376472,0.219721130975456,0.42034520090147
simulation 20241024T153322.mat,-44.7064407624741,1.9,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.22106980511093,1.35882934390254,0.223260473699154,1.24966201538455,1.59907447762622,0.778075418941475,0.236509756073867,0.451823872960991
simulation 20241024T153324.mat,-42.2880593922123,1.7,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.21368900427631,1.37477853774603,0.231749216139989,1.26691143998014,1.58471572475691,0.766109552321022,0.272605300035451,0.4644153417848
simulation 20241024T153346-3.mat,-36.9798351832539,1.3,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.12113336023317,1.44752196333033,0.122027533481696,1.49842613320076,1.55506010165972,0.663590660765489,0.270859201145342,0.467847711069224
simulation 20241024T153346.mat,-42.2880593922123,1.7,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.13445687295038,1.40751635668792,0.112069906758023,1.46476675454737,1.50150511935549,0.683296547970687,0.211746534053711,0.437553541627342
simulation 20241024T153348.mat,-42.2880593922123,1.7,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.30147987449274,1.39786289725634,0.435225120775972,0.902678184343523,1.17417571488213,0.806956795386413,0.19621705583768,0.454342166725753
simulation 20241024T153402.mat,-34.0165008737127,1.1,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.26242690854992,1.45347742990943,0.492890015593855,1.01622183039255,1.57053941274364,0.748309394518627,0.298575026378818,0.50999408993666
simulation 20241024T153409.mat,-39.7227150213823,1.5,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.31507528107267,1.4085823741593,0.589756292865111,0.693190896970204,1.04727206450359,0.799158456252724,0.249098842490959,0.456165834317924
simulation 20241024T153413.mat,-42.2880593922123,1.7,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.32788050888122,1.39492488786412,0.569896091163902,0.648466209041248,1.01721719096157,0.82184435723227,0.257495537446881,0.438392972882262
simulation 20241024T153439.mat,-42.2880593922123,1.7,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.33779092195654,1.38569114405999,0.662279804620765,0.504483109672045,0.984179227021128,0.826770385234482,0.249520940525136,0.433356385352739
simulation 20241024T153453.mat,-36.9798351832539,1.3,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.19483217228795,1.41430878433151,0.252301712207774,1.31107382078485,1.51831989354033,0.727994623049558,0.265590903786912,0.495792592709589
simulation 20241024T153506.mat,-39.7227150213823,1.5,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.20467007970023,1.39231936927023,0.24135677174288,1.28774957000225,1.55358407058432,0.738829570901325,0.228483765871018,0.479071475006748
simulation 20241024T153513.mat,-36.9798351832539,1.3,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.27718038310547,1.43102990203436,0.470985928630424,0.972507444859068,1.27406784704227,0.770253344400722,0.245892052794524,0.48914995690983
simulation 20241024T153520.mat,-39.7227150213823,1.5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.32451593635685,1.39896200506999,0.683973381665375,0.557042899297223,1.01803857912947,0.802803728086646,0.242914319504977,0.451355649773271
simulation 20241024T153602.mat,-39.7227150213823,1.5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.12794733258924,1.42484537904838,0.116688257114244,1.48111161766894,1.5784627195401,0.669773743253773,0.228712822277906,0.451355649773271
simulation 20241024T153614.mat,-39.7227150213823,1.5,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.28948823906885,1.41224727666952,0.451490976430312,0.936464628420014,1.20625238264242,0.786832661305524,0.271775426772895,0.467847711069224
simulation 20241024T153624.mat,-36.9798351832539,1.3,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.30119881356975,1.42553254826904,0.610848514031734,0.746243763219057,1.09987382024848,0.778035258440551,0.231690555567453,0.474719403275871
simulation 20241024T153633.mat,-42.2880593922123,1.7,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.33734956383278,1.3849895642498,0.665628327051904,0.502217435187437,0.985571729636614,0.820181596009287,0.212907930202618,0.434176419256654
simulation 20241024T153709.mat,-42.2880593922123,1.7,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.21294479897756,1.37353674390538,0.231642576996461,1.26840194009069,1.57568390438644,0.759035882311369,0.257344873138936,0.463953752152124
simulation 20241024T153724.mat,-42.2880593922123,1.7,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.32743437796345,1.39438087693222,0.571554059035164,0.646822736925126,1.00794431458712,0.816880977688965,0.217489058340383,0.440819055056413
simulation 20241024T153737.mat,-42.2880593922123,1.7,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.30082417038415,1.396900497408,0.435263337613887,0.903867812406663,1.51282848863872,0.806405342216476,0.233064894008783,0.452729988214601
simulation 20241024T153746.mat,-44.7064407624741,1.9,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.34879735288563,1.37262051827783,0.649193760656625,0.452149989496385,0.96543359019925,0.834085025252227,0.190918515141347,0.420203978436471
simulation 20241024T153816.mat,-44.7064407624741,1.9,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.31111879790547,1.38361522580847,0.421268759225146,0.874626245189609,1.5167757039537,0.820457143360679,0.2074105764373,0.440360942242636
simulation 20241024T153836.mat,-44.7064407624741,1.9,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.13966772320916,1.38865446676002,0.108123895969498,1.4520625153982,1.60405320010859,0.698613495282954,0.230087160719236,0.425014162981124
simulation 20241024T153857.mat,-42.2880593922123,1.7,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.1341507003912,1.40514652805598,0.112163688175705,1.46560243202733,1.59308928601671,0.691837819889338,0.270172031924677,0.437612265359977
simulation 20241024T153922.mat,-44.7064407624741,1.9,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.33845271754356,1.38201183096025,0.554725771371899,0.606164623675405,0.990885077277852,0.8306835093728,0.194812474058447,0.425243219388013
simulation 20241024T153936.mat,-44.7064407624741,1.9,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.22064914044469,1.3575027954232,0.223364824633422,1.25052986699969,1.59174701646844,0.76970620709055,0.225964145395247,0.45158470618016
simulation 20241024T160501-2.mat,-45.8678404210757,2,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.35386942855067,1.37291587075775,0.625126996473011,0.447396841678898,0.955780793716513,0.86385127808256,0.174413346671375,0.418356338299579
simulation 20241024T160501-6.mat,-45.8678404210757,2,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.34351644629273,1.37998668210929,0.537619643433943,0.59901566871876,1.00819225620479,0.860056560893665,0.177948752347146,0.42307021253394
simulation 20241024T160501-9.mat,-45.8678404210757,2,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.31561612702693,1.38116515066788,0.409609237861023,0.865327157328758,1.32430000052573,0.849712475041974,0.18855496937446,0.432497961002663
simulation 20241024T160501.mat,-45.8678404210757,2,0.0189312135804878,0.303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.22655377324995,1.35759577949608,0.219694556546033,1.23580734902292,1.52142344801809,0.806827290475085,0.260441551448472,0.451353457940108
simulation 20241024T160510-3.mat,-56.1764023175203,3,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.1648228498274,1.32693095621556,0.0927017369754073,1.3922216071983,1.5292103966683,0.735874551411852,0.172293265072444,0.379213069410363
simulation 20241024T160510-7-4.mat,-51.2818045813189,2.5,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",60,1.37841843039321,1.34623787507873,0.606423626643713,0.331770748704003,0.867168869706149,0.881362890799227,0.168096108797841,0.38928624446941
simulation 20241024T160510-7.mat,-56.1764023175203,3,0.0189312135804878,0.0759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.35698639941377,1.33697257972075,0.364712818994132,0.751289483192126,1.03818416889821,0.878839468233735,0.137291587075778,0.397733138524248
simulation 20241024T160510.mat,-64.8669220002501,4,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.41631458629301,1.31340320854894,0.442601693287772,0.342530566584208,0.771246468569627,0.976224713900549,0.170288706716309,0.343523584829093
simulation 20241024T160517-9.mat,-56.1764023175203,3,0.0189312135804878,0.0303767049367025,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.38782701591181,1.34168645395511,0.485006338471605,0.445033829397133,0.863686988600506,0.917030150440241,0.240996820231731,0.378877641586803
simulation 20241024T160517.mat,-64.8669220002501,4,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.42938696582217,1.30515392863881,0.524303586440141,0.13877254298233,0.720461232029593,0.982780287774771,0.165574832481947,0.337631242036141
simulation 20241024T160524-5.mat,-56.1764023175203,3,0.0189312135804878,0.0151883524683513,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.39966684005726,1.33461564260357,0.569272303012145,0.266284224884247,0.826485382047499,0.925635662624314,0.230390603204418,0.371806830235261
simulation 20241024T160524.mat,-60.6774494648813,3.5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.17511426961864,1.31576014566612,0.0878559143726334,1.3668763484173,1.56757403727711,0.731649115729443,0.132577712841417,0.36944989311808
simulation 20241024T160531-2.mat,-51.2818045813189,2.5,0.0189312135804878,0.759417623417563,"Version v1 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",30,1.15477485784373,1.36113118517185,0.0980715567236724,1.41666974422236,1.53226930163729,0.722984648660966,0.172056409554194,0.395965435686363
