file_name,initial_velocity_cgs,weber,bond,ohnesorge,parent_folder,number_of_harmonics,max_width,contact_time_ms,coef_restitution,north_pole_min_height,north_pole_exp_min_height,max_contact_radius,spread_time_ms,spread_time_width_ms,contact_time_exp_ms,coef_rest_exp,max_contact_radius_exp,spread_time_exp_ms,energy_modes_1,energy_modes_2,energy_modes_3,energy_modes_4,energy_modes_5,energy_modes_6,energy_modes_7,energy_modes_8,energy_modes_9,energy_modes_10,energy_modes_11,energy_modes_12,energy_modes_13,energy_modes_14,energy_modes_15,energy_modes_16,energy_modes_17,energy_modes_18,energy_modes_19,energy_modes_20,energy_modes_21,energy_modes_22,energy_modes_23,energy_modes_24,energy_modes_25,energy_modes_26,energy_modes_27,energy_modes_28,energy_modes_29,energy_modes_30,energy_modes_31,energy_modes_32,energy_modes_33,energy_modes_34,energy_modes_35,energy_modes_36,energy_modes_37,energy_modes_38,energy_modes_39,energy_modes_40,energy_modes_41,energy_modes_42,energy_modes_43,energy_modes_44,energy_modes_45,energy_modes_46,energy_modes_47,energy_modes_48,energy_modes_49,energy_modes_50,energy_modes_51,energy_modes_52,energy_modes_53,energy_modes_54,energy_modes_55,energy_modes_56,energy_modes_57,energy_modes_58,energy_modes_59,energy_modes_60,energy_modes_61,energy_modes_62,energy_modes_63,energy_modes_64,energy_modes_65,energy_modes_66,energy_modes_67,energy_modes_68,energy_modes_69,energy_modes_70,energy_modes_71,energy_modes_72,energy_modes_73,energy_modes_74,energy_modes_75,energy_modes_76,energy_modes_77,energy_modes_78,energy_modes_79,energy_modes_80,energy_modes_81,energy_modes_82,energy_modes_83,energy_modes_84,energy_modes_85,energy_modes_86,energy_modes_87,energy_modes_88,energy_modes_89,energy_modes_90
WeOhSweep20241108T212842.mat,-0.115078262220294,1.25892541179417e-05,0,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00041465552454,3.07943433420655,0.940095740229501,2.00819159040434,1.99401078133904,0.0265693915893545,0.0623033426736023,1.15810919322692,NaN,NaN,0.215096520772348,5.18869276072863,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213015.mat,-0.115078262220294,1.25892541179417e-05,0,0.0303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00044647247662,3.09684262113007,0.968737127315004,2.0085017235908,1.99398302361438,0.0265704509266111,2.99720308413363,1.10176131713242,NaN,NaN,0.21554780927222,5.19693879137661,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213142.mat,-0.115078262220294,1.25892541179417e-05,0,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00046195510872,3.10348525692983,0.979856749398467,2.00863356710609,1.99397773550828,0.0265724381203798,3.01117552495382,1.08526925583646,NaN,NaN,0.215774111374904,5.17059730458445,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213152.mat,-0.12911993390017,1.58489319246111e-05,0,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00033941101698,2.87694847051723,0.671470983935588,2.00658287000323,1.99437309024464,0.026569369142174,0.0556607068738432,1.77953922511503,NaN,NaN,0.215158315167689,4.36042390780262,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213153.mat,-0.102563609162638,1e-05,0,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00027537766865,2.92505031596379,0.671470986722406,2.00510740746983,1.99538517061338,0.0265693666470965,0.0700912605078026,1.79396977874899,NaN,NaN,0.212103544858757,5.14984141533188,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213308.mat,-0.115078262220294,1.25892541179417e-05,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00048362207591,3.10692110303316,0.993010300531367,2.00887991037357,1.99394931095965,0.0265753803736373,3.03133248875999,1.06076022029942,NaN,NaN,0.216227516920719,5.11058452597969,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213321.mat,-0.12911993390017,1.58489319246111e-05,0,0.303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00041429022404,3.00063893023695,0.825990044980362,2.00808059505642,1.99369866090869,0.0265693691411906,0.0556607068738432,1.60614352510053,NaN,NaN,0.215965601116641,4.51274641838337,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213322.mat,-0.102563609162638,1e-05,0,0.303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00033485633941,3.03934946300109,0.825990049520981,2.00628585739441,1.99484945235261,0.0265693666460214,0.0700912605078026,1.62057407873449,NaN,NaN,0.212706048907974,5.27650960834112,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213448.mat,-0.12911993390017,1.58489319246111e-05,0,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00046182567232,3.06362944213126,0.940095737380997,2.00927617853669,1.99336613817765,0.0265693691406119,0.0556607068738432,1.15146655742716,NaN,NaN,0.217054219759304,4.72347831272067,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213449.mat,-0.102563609162638,1e-05,0,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00037261508588,3.09684262113007,0.940095743373493,2.00722488975079,1.99458532017418,0.0265693666453887,0.0700912605078026,1.16589711106112,NaN,NaN,0.213574245393805,5.59466895750907,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213616.mat,-0.12911993390017,1.58489319246111e-05,0,0.0303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00049752487672,3.08195395468233,0.968737119297035,2.00962433724346,1.99333499348948,0.0265705633894821,2.99033139192698,1.09511868133266,NaN,NaN,0.217508819170415,4.772038270981,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213617.mat,-0.102563609162638,1e-05,0,0.0303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.0004009719708,3.11333468242603,0.968737128759134,2.00750109924518,1.99456058105434,0.0265703310110871,3.00476194556094,1.10954923496662,NaN,NaN,0.214025553237632,5.58940066015064,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213744.mat,-0.12911993390017,1.58489319246111e-05,0,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00051489667139,3.08905470329587,0.979856748750245,2.00977133142343,1.99332906012502,0.0265727928707824,3.00430383274717,1.07839756362982,NaN,NaN,0.217736315251894,4.77524506067744,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213746-7.mat,-0.115078262220294,1.25892541179417e-05,0,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00030555334849,2.89985411120607,0.671470983315514,2.0058027190788,1.99490822832236,0.0265693915896052,0.0623033426736023,1.78618186091479,NaN,NaN,0.21342396098868,4.65063926094791,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213746.mat,-0.102563609162638,1e-05,0,0.0151883524683513,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00041477089461,3.11929014900513,0.979856754139696,2.00761929572567,1.99455586801887,0.0265721020399367,3.01873438638113,1.09282811726378,NaN,NaN,0.214252409188635,5.57519916292356,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213912.mat,-0.12911993390017,1.58489319246111e-05,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00053920732689,3.09409394424741,0.993010292446192,2.01004556768626,1.99329716736568,0.0265760939122894,3.02446079655334,1.05411758449966,NaN,NaN,0.218190354910352,4.72004246661734,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213913.mat,-0.102563609162638,1e-05,0,0,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00043408158785,3.12135165666713,0.99301030358653,2.00783920846142,1.99453053451873,0.0265747242555751,3.03889135018731,1.06831908172673,NaN,NaN,0.214481866966458,5.54908673253828,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T213915.mat,-0.115078262220294,1.25892541179417e-05,0,0.303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00037228951335,3.01896344278802,0.825990046305606,2.00713162691807,1.9943071425178,0.0265693915894474,0.0623033426736023,1.61301521730718,NaN,NaN,0.214228639224547,4.8542704066716,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T214038.mat,-1.84153043430998,0.00322382316231546,0.0189312135804878,0.759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00864406235447,NaN,NaN,1.96981368337132,1.91699187205387,0.192586697475828,0.53003652553938,1.33631507778602,NaN,NaN,0.346251727760187,1.1981453942189,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T214042.mat,-0.505328994266739,0.000242751456780488,0.0189312135804878,0.303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00829231504669,NaN,NaN,1.98219337649944,1.92359592525347,0.159471382498428,0.75474086069674,1.61026654042452,NaN,NaN,0.328793218684968,1.94686922117518,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T214213-4.mat,-0.505328994266739,0.000242751456780488,0.0189312135804878,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00969878021354,3.29039528495075,0.730022733659179,2.00962715854721,1.91382840085952,0.189404512992585,1.18926086456372,1.62652954531359,NaN,NaN,0.340099707204501,2.05360950678516,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T214213.mat,-1.84153043430998,0.00322382316231546,0.0189312135804878,0.303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.01256320349029,2.84717113762174,0.428487378580224,2.01568532969742,1.89557579078802,0.220347745575217,0.919661473656269,1.31409660631785,NaN,NaN,0.362444200505072,1.35321658168224,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeOhSweep20241108T214343.mat,-1.84153043430998,0.00322382316231546,0.0189312135804878,0.0759417623417563,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.0154975760523,2.69874258595807,0.816689763206434,2.06483177480715,1.88012168124812,0.219239657969136,0.885303012623034,1.20025557209436,3.19964027760936,0.767294037502618,0.376829940645076,1.55272471208195,0,0.00909051993129487,0.000484208895300174,2.84923322145728e-05,4.82909945786639e-06,2.63848573531548e-07,3.92629013032252e-08,1.46672079608362e-09,2.12238304075692e-10,4.88105373831185e-12,2.10382934418266e-13,6.71959699257462e-15,4.33193004418979e-17,1.6871482514634e-18,1.12799152981688e-20,7.26666051142354e-23,9.30680286262526e-25,1.09893105317477e-27,1.48376725187118e-29,1.62569957868373e-32,6.45837080159597e-35,6.61394512972831e-38,1.15596555792861e-40,5.31499006965434e-44,9.59690443440977e-47,8.18980212468309e-51,1.88181705918403e-53,6.07810516106568e-57,3.1324788022839e-61,1.06928038923487e-64,4.22851548602238e-68,6.82544460324529e-72,6.99146780756098e-76,5.2044709245846e-80,2.33397073904189e-84,2.37221439435351e-89,3.05621451752128e-93,1.9872100577842e-97,2.39723524130998e-102,1.49082932287402e-107,7.93026446650481e-112,1.03357831790579e-117,7.44560293079373e-121,7.57079219746855e-126,4.03700070645248e-130,1.4803504520602e-120,6.2513795819417e-117,3.49264324582898e-115,2.84277023434909e-114,7.51768455428162e-114,9.45054854181273e-114,6.99352437733114e-114,3.48000601124684e-114,1.2725148318588e-114,3.6392057176641e-115,8.51829505976241e-116,1.68867330914971e-116,2.9108799105643e-117,4.45432789903507e-118,6.1519085801774e-119,7.77209440064518e-120,9.08137168706621e-121,9.90412387045535e-122,1.01589086099501e-122,9.86358122230919e-124,9.11464333296992e-125,8.05317940015618e-126,6.83005085552574e-127,5.57905720337764e-128,4.40158094093519e-129,3.36204465868709e-130,2.49118135394867e-131,1.79354294808338e-132,1.25621717880596e-133,8.56745565330499e-135,5.69247294106324e-136,3.68524349378234e-137,2.32382196304216e-138,1.42602393518229e-139,8.50255291049452e-141,4.91330764791217e-142,2.74111820845741e-143,1.46783235963685e-144,7.47676740796238e-146,3.57091071637828e-147,1.56011719343593e-148,5.94978646278877e-150,1.7815450793213e-151,2.98322973085354e-153,1.58942083494723e-138
WeOhSweep20241108T214345.mat,-0.505328994266739,0.000242751456780488,0.0189312135804878,0.0303767049367025,"Version v3 (rhoS=9.60e-01, sigmaS=2.05e+01, R=2.03e-02)",90,1.00988949673232,3.2125161066087,0.883910338899258,2.0165408347543,1.91192451660945,0.189191758683005,1.18513784923973,1.73052115404091,4.45366253816155,0.313774786930578,0.343812612050325,2.03643027626853,0,0.0038171299635075,0.000598723630029521,4.52633625774825e-05,5.28605095309142e-06,2.53677466914069e-07,1.05984022763647e-07,8.7389031665345e-09,2.54490673168383e-10,9.25406324252662e-12,2.8422899361946e-13,8.31288107615367e-15,1.68081235774764e-16,2.2412465104386e-18,2.18915295912941e-20,1.77513747091767e-22,1.06852955049975e-24,3.59946983106329e-27,8.26364303357038e-30,2.69977330641655e-32,4.57264057780825e-35,3.55198036339317e-38,5.35331043345676e-41,1.97644763309897e-44,1.57800918463156e-47,2.99744545984512e-51,1.35628097463574e-54,1.45127451428935e-58,2.4923898826136e-62,2.90936820161037e-66,1.12516971009139e-70,7.99894990266321e-75,3.98142128264802e-79,7.34089144515167e-84,1.01786401935994e-88,2.22872614902424e-93,3.07695052538391e-98,2.05067602610242e-103,7.54301840275868e-109,2.41156306097676e-114,9.4413977627836e-120,2.91816696518147e-125,5.47850768479106e-131,6.12272543607977e-137,4.20541054257883e-143,1.92644636604771e-149,7.29766245572065e-156,2.87790357411697e-162,1.03423499345226e-168,2.66086514829099e-175,4.44771417936328e-182,4.70589567817819e-189,3.12215175690139e-196,1.32873970816125e-203,4.39605566215578e-211,1.70827658115076e-218,6.90459380829654e-226,1.89420179497556e-233,2.99084882510601e-241,2.55613913991161e-249,1.28869806015511e-257,8.95244255570077e-266,8.68501640844441e-274,4.43128034230567e-282,9.35725407427053e-291,1.15680187755902e-299,4.2096057347751e-308,9.19604930076523e-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
