bounce,We,Oh,Bo,file_name
1,0.01,0.0151883524683513,0.0189312135804878,WeOhSweep20241109T155035.mat
1,0.1,0.0151883524683513,0.0189312135804878,WeOhSweep20241109T161533.mat
1,1,0.0151883524683513,0.0189312135804878,WeOhSweep20241109T161819.mat
1,0.15591,0.0303767049367025,0.0189312135804878,directComparison20241114T133132.mat
1,0.25459,0.0303767049367025,0.0189312135804878,directComparison20241114T133216.mat
1,0.062007,0.0303767049367025,0.0189312135804878,directComparison20241114T133651.mat
1,0.095856,0.0303767049367025,0.0189312135804878,directComparison20241114T133744.mat
1,3.5801,0.0303767049367025,0.0189312135804878,directComparison20241114T133950.mat
1,0.81868,0.0303767049367025,0.0189312135804878,directComparison20241114T134327.mat
1,0.023778,0.0303767049367025,0.0189312135804878,directComparison20241114T134405.mat
1,2.3001,0.0303767049367025,0.0189312135804878,directComparison20241114T134620.mat
1,1.4044,0.0303767049367025,0.0189312135804878,directComparison20241114T134647.mat
1,0.1,0.303767049367025,0.0189312135804878,simulation 20241025T095216.mat
0,0.01,0.303767049367025,0.0189312135804878,simulation 20241025T095559.mat
1,1,0.303767049367025,0.0189312135804878,simulation 20241025T100351.mat
1,9,0.303767049367025,0.0189312135804878,simulation 20241025T102043.mat
1,4,0.0151883524683513,0.0189312135804878,simulation 20241106T163959.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,0.18,0.077,0.018,directComparisonOhSweep20241209T164113-6.mat
1,3.53,0.077,0.018,directComparisonOhSweep20241209T164113.mat
1,0.13,0.305,0.0186,directComparisonOhSweep20241209T164202.mat
0,0,0,0,
0,0,0,0,
1,2.51188643150958,0.0151883524683513,0.0189312135804878,HighWeSweep20241110T145920-9.mat
1,1.99526231496888,0.0759417623417563,0,HighWeSweep20241110T145920.mat
1,1.25892541179417,0.759417623417563,0.0189312135804878,HighWeSweep20241110T145954.mat
1,3.16227766016838,0.759417623417563,0.0189312135804878,HighWeSweep20241110T145957.mat
1,1.99526231496888,0.0303767049367025,0,HighWeSweep20241110T150017.mat
1,1.99526231496888,0.0151883524683513,0,HighWeSweep20241110T150103.mat
1,3.16227766016838,0.303767049367025,0.0189312135804878,HighWeSweep20241110T150104.mat
1,1.25892541179417,0.303767049367025,0.0189312135804878,HighWeSweep20241110T150108.mat
1,3.16227766016838,0.0759417623417563,0.0189312135804878,HighWeSweep20241110T150153.mat
1,1.25892541179417,0.0759417623417563,0.0189312135804878,HighWeSweep20241110T150205.mat
1,3.16227766016838,0.0303767049367025,0.0189312135804878,HighWeSweep20241110T150306.mat
1,1.25892541179417,0.0303767049367025,0.0189312135804878,HighWeSweep20241110T150316.mat
1,3.16227766016838,0.0151883524683513,0.0189312135804878,HighWeSweep20241110T150355.mat
1,1.25892541179417,0.0151883524683513,0.0189312135804878,HighWeSweep20241110T150407.mat
0,0,0,0,
1,1.25892541179417,0.759417623417563,0,HighWeSweep20241110T150541.mat
1,1.25892541179417,0.303767049367025,0,HighWeSweep20241110T150652.mat
1,1.25892541179417,0.0759417623417563,0,HighWeSweep20241110T150744.mat
1,1.25892541179417,0.0303767049367025,0,HighWeSweep20241110T150850.mat
1,1.25892541179417,0.0151883524683513,0,HighWeSweep20241110T150957.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,1.58489319246111,0.759417623417563,0.0189312135804878,HighWeSweep20241111T104836-5.mat
1,2.51188643150958,0.759417623417563,0,HighWeSweep20241111T104836.mat
1,3.16227766016838,0.759417623417563,0,HighWeSweep20241111T104900.mat
1,2.51188643150958,0.303767049367025,0,HighWeSweep20241111T104925.mat
1,5.01187233627272,0.759417623417563,0.0189312135804878,HighWeSweep20241111T104928.mat
1,1.58489319246111,0.303767049367025,0.0189312135804878,HighWeSweep20241111T104931.mat
1,3.16227766016838,0.303767049367025,0,HighWeSweep20241111T104947.mat
1,2.51188643150958,0.0759417623417563,0,HighWeSweep20241111T105002.mat
1,1.58489319246111,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T105009.mat
1,5.01187233627272,0.303767049367025,0.0189312135804878,HighWeSweep20241111T105016.mat
1,3.16227766016838,0.0759417623417563,0,HighWeSweep20241111T105021.mat
1,2.51188643150958,0.0303767049367025,0,HighWeSweep20241111T105035.mat
1,1.58489319246111,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T105045.mat
1,5.01187233627272,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T105050.mat
1,3.16227766016838,0.0303767049367025,0,HighWeSweep20241111T105055.mat
1,2.51188643150958,0.0151883524683513,0,HighWeSweep20241111T105110.mat
1,1.58489319246111,0.0151883524683513,0.0189312135804878,HighWeSweep20241111T105120.mat
1,5.01187233627272,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T105123.mat
1,3.16227766016838,0.0151883524683513,0,HighWeSweep20241111T105130.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,1.99526231496888,0.759417623417563,0.0189312135804878,HighWeSweep20241111T125149.mat
0,0,0,0,
1,1.58489319246111,0.759417623417563,0,HighWeSweep20241111T125200.mat
1,2.51188643150958,0.759417623417563,0.0189312135804878,HighWeSweep20241111T125207.mat
1,5.01187233627272,0.759417623417563,0,HighWeSweep20241111T125247.mat
1,1.99526231496888,0.303767049367025,0.0189312135804878,HighWeSweep20241111T125331.mat
1,1.58489319246111,0.303767049367025,0,HighWeSweep20241111T125339.mat
1,2.51188643150958,0.303767049367025,0.0189312135804878,HighWeSweep20241111T125348.mat
1,5.01187233627272,0.303767049367025,0,HighWeSweep20241111T125419.mat
1,1.99526231496888,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T125450.mat
1,1.58489319246111,0.0759417623417563,0,HighWeSweep20241111T125500.mat
1,2.51188643150958,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T125507.mat
1,6.30957344480194,0.759417623417563,0.0189312135804878,HighWeSweep20241111T125531.mat
1,1.99526231496888,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T125603.mat
1,1.58489319246111,0.0303767049367025,0,HighWeSweep20241111T125615.mat
1,2.51188643150958,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T125619.mat
1,6.30957344480194,0.303767049367025,0.0189312135804878,HighWeSweep20241111T125706.mat
1,1.99526231496888,0.0151883524683513,0.0189312135804878,HighWeSweep20241111T125713.mat
1,1.58489319246111,0.0151883524683513,0,HighWeSweep20241111T125725.mat
0,0,0,0,
1,6.30957344480194,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T125812.mat
0,0,0,0,
0,0,0,0,
1,6.30957344480194,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T125922.mat
1,5.01187233627272,0.0759417623417563,0,HighWeSweep20241111T125958.mat
1,7.94328234724282,0.0759417623417563,0,HighWeSweep20241111T130035.mat
1,5.01187233627272,0.0303767049367025,0,HighWeSweep20241111T130108.mat
1,7.94328234724282,0.0303767049367025,0,HighWeSweep20241111T130139.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,1.99526231496888,0.759417623417563,0,HighWeSweep20241111T145824.mat
1,1.99526231496888,0.303767049367025,0,HighWeSweep20241111T145916.mat
1,3.98107170553497,0.0151883524683513,0.0189312135804878,HighWeSweep20241111T145956.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
1,6.30957344480194,0.759417623417563,0,HighWeSweep20241111T165731.mat
1,6.30957344480194,0.303767049367025,0,HighWeSweep20241111T165819.mat
1,6.30957344480194,0.0759417623417563,0,HighWeSweep20241111T165855.mat
1,6.30957344480194,0.0303767049367025,0,HighWeSweep20241111T165929.mat
0,0,0,0,
1,3.98107170553497,0.759417623417563,0,HighWeSweep20241111T170034.mat
1,3.98107170553497,0.303767049367025,0,HighWeSweep20241111T170124.mat
1,3.98107170553497,0.0759417623417563,0,HighWeSweep20241111T170201.mat
1,3.98107170553497,0.759417623417563,0.0189312135804878,HighWeSweep20241111T170225.mat
1,3.98107170553497,0.0303767049367025,0,HighWeSweep20241111T170237.mat
1,3.98107170553497,0.0151883524683513,0,HighWeSweep20241111T170312.mat
1,3.98107170553497,0.303767049367025,0.0189312135804878,HighWeSweep20241111T170317.mat
0,0,0,0,
1,3.98107170553497,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T170354.mat
1,10,0.759417623417563,0,HighWeSweep20241111T170430-2.mat
1,3.98107170553497,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T170430.mat
1,7.94328234724282,0.759417623417563,0.0189312135804878,HighWeSweep20241111T170505.mat
1,10,0.303767049367025,0,HighWeSweep20241111T170516.mat
0,0,0,0,
1,7.94328234724282,0.303767049367025,0.0189312135804878,HighWeSweep20241111T170554.mat
1,7.94328234724282,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T170629.mat
1,7.94328234724282,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T170704.mat
1,10,0.0303767049367025,0.0189312135804878,HighWeSweep20241111T170740.mat
1,10,0.303767049367025,0.0189312135804878,HighWeSweep20241111T170816.mat
1,10,0.759417623417563,0.0189312135804878,HighWeSweep20241111T170850.mat
0,0,0,0,
1,10,0.0759417623417563,0,HighWeSweep20241111T190350.mat
1,10,0.0303767049367025,0,HighWeSweep20241111T190419.mat
0,0,0,0,
0,0,0,0,
1,10,0.0759417623417563,0.0189312135804878,HighWeSweep20241111T210552.mat
0,0,0,0,
1,7.94328234724282,0.759417623417563,0,HighWeSweep20241112T010012.mat
1,7.94328234724282,0.303767049367025,0,HighWeSweep20241112T010046.mat
0,1e-05,0.303767049367025,0.01,WeBoSweep20241112T113711-2.mat
0,1.33352143216332e-05,0.303767049367025,0,WeBoSweep20241112T113711-6.mat
0,1.33352143216332e-05,0.303767049367025,0.1,WeBoSweep20241112T113711-9.mat
0,1.77827941003892e-05,0.303767049367025,0.001,WeBoSweep20241112T113711.mat
0,1.77827941003892e-05,0.0151883524683513,0.001,WeBoSweep20241112T113839.mat
0,1.33352143216332e-05,0.0151883524683513,0,WeBoSweep20241112T113840.mat
0,1e-05,0.0151883524683513,0.01,WeBoSweep20241112T113842.mat
0,1.33352143216332e-05,0.0151883524683513,0.1,WeBoSweep20241112T113845.mat
0,1e-05,0.303767049367025,1,WeBoSweep20241112T114007-5.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,1e-05,0.0151883524683513,1,WeBoSweep20241112T114147-2.mat
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,0,0,0,
0,7.49894209332456e-05,0.303767049367025,0,WeBoSweep20241112T114552.mat
0,0.001,0.303767049367025,0.1,WeBoSweep20241112T114606.mat
1,0.00421696503428582,0.303767049367025,0.01,WeBoSweep20241112T114622.mat
0,0.000237137370566166,0.303767049367025,1,WeBoSweep20241112T114634.mat
1,7.49894209332456e-05,0.0151883524683513,0,WeBoSweep20241112T114728.mat
0,0.001,0.0151883524683513,0.1,WeBoSweep20241112T114740.mat
1,0.00421696503428582,0.0151883524683513,0.01,WeBoSweep20241112T114800.mat
0,0.000237137370566166,0.0151883524683513,1,WeBoSweep20241112T114813.mat
0,5.62341325190349e-05,0.303767049367025,1,WeBoSweep20241112T114902.mat
0,0.001,0.303767049367025,0.01,WeBoSweep20241112T114912.mat
