bounce,We,Oh,Bo,file_name
1,0.00421696503428582,0.303767049367025,0.001,WeBoSweep20241112T114926.mat
0,0.000237137370566166,0.303767049367025,0.1,WeBoSweep20241112T114955.mat
0,5.62341325190349e-05,0.0151883524683513,1,WeBoSweep20241112T115043.mat
1,0.001,0.0151883524683513,0.01,WeBoSweep20241112T115048.mat
1,0.00421696503428582,0.0151883524683513,0.001,WeBoSweep20241112T115056.mat
0,0.000237137370566166,0.0151883524683513,0.1,WeBoSweep20241112T115128.mat
1,0.00421696503428582,0.303767049367025,0,WeBoSweep20241112T115215.mat
1,0.001,0.303767049367025,0.001,WeBoSweep20241112T115225-7.mat
0,5.62341325190349e-05,0.303767049367025,0.1,WeBoSweep20241112T115225.mat
0,0.000237137370566166,0.303767049367025,0.01,WeBoSweep20241112T115300.mat
1,0.00421696503428582,0.0151883524683513,0,WeBoSweep20241112T115343.mat
0,5.62341325190349e-05,0.0151883524683513,0.1,WeBoSweep20241112T115400.mat
1,0.001,0.0151883524683513,0.001,WeBoSweep20241112T115404.mat
0,0.000237137370566166,0.0151883524683513,0.01,WeBoSweep20241112T115428.mat
0,0.00316227766016838,0.303767049367025,1,WeBoSweep20241112T115500.mat
0,5.62341325190349e-05,0.303767049367025,0.01,WeBoSweep20241112T115533.mat
1,0.001,0.303767049367025,0,WeBoSweep20241112T115541.mat
1,0.000237137370566166,0.303767049367025,0.001,WeBoSweep20241112T115607.mat
0,0.00316227766016838,0.0151883524683513,1,WeBoSweep20241112T115641.mat
0,5.62341325190349e-05,0.0151883524683513,0.01,WeBoSweep20241112T115703.mat
1,0.001,0.0151883524683513,0,WeBoSweep20241112T115720.mat
1,0.000237137370566166,0.0151883524683513,0.001,WeBoSweep20241112T115743.mat
0,0.00316227766016838,0.303767049367025,0.1,WeBoSweep20241112T115821.mat
0,5.62341325190349e-05,0.303767049367025,0.001,WeBoSweep20241112T115832.mat
0,0.000749894209332456,0.303767049367025,1,WeBoSweep20241112T115908.mat
1,0.000237137370566166,0.303767049367025,0,WeBoSweep20241112T115917.mat
0,0.00316227766016838,0.0151883524683513,0.1,WeBoSweep20241112T115954.mat
0,5.62341325190349e-05,0.0151883524683513,0.001,WeBoSweep20241112T120005.mat
0,0.000749894209332456,0.0151883524683513,1,WeBoSweep20241112T120049.mat
1,0.000237137370566166,0.0151883524683513,0,WeBoSweep20241112T120053.mat
1,0.00316227766016838,0.303767049367025,0.01,WeBoSweep20241112T120106.mat
0,5.62341325190349e-05,0.303767049367025,0,WeBoSweep20241112T120136.mat
0,0.000177827941003892,0.303767049367025,1,WeBoSweep20241112T120227.mat
0,0.000749894209332456,0.303767049367025,0.1,WeBoSweep20241112T120229.mat
1,0.00316227766016838,0.0151883524683513,0.01,WeBoSweep20241112T120243.mat
0,5.62341325190349e-05,0.0151883524683513,0,WeBoSweep20241112T120309.mat
0,0.000749894209332456,0.0151883524683513,0.1,WeBoSweep20241112T120403.mat
0,0.000177827941003892,0.0151883524683513,1,WeBoSweep20241112T120407.mat
1,0.00316227766016838,0.303767049367025,0.001,WeBoSweep20241112T120418.mat
0,4.21696503428582e-05,0.303767049367025,1,WeBoSweep20241112T120443.mat
0,0.000749894209332456,0.303767049367025,0.01,WeBoSweep20241112T120535.mat
0,0.000177827941003892,0.303767049367025,0.1,WeBoSweep20241112T120548.mat
1,0.00316227766016838,0.0151883524683513,0.001,WeBoSweep20241112T120556.mat
0,4.21696503428582e-05,0.0151883524683513,1,WeBoSweep20241112T120627.mat
1,0.000749894209332456,0.0151883524683513,0.01,WeBoSweep20241112T120710.mat
1,0.00316227766016838,0.303767049367025,0,WeBoSweep20241112T120719.mat
0,0.000177827941003892,0.0151883524683513,0.1,WeBoSweep20241112T120722.mat
0,4.21696503428582e-05,0.303767049367025,0.1,WeBoSweep20241112T120809.mat
1,0.000749894209332456,0.303767049367025,0.001,WeBoSweep20241112T120847.mat
1,0.00316227766016838,0.0151883524683513,0,WeBoSweep20241112T120853.mat
0,0.000177827941003892,0.303767049367025,0.01,WeBoSweep20241112T120854.mat
0,4.21696503428582e-05,0.0151883524683513,0.1,WeBoSweep20241112T120944.mat
0,0.00237137370566166,0.303767049367025,1,WeBoSweep20241112T121015.mat
0,0.000177827941003892,0.0151883524683513,0.01,WeBoSweep20241112T121022.mat
1,0.000749894209332456,0.0151883524683513,0.001,WeBoSweep20241112T121025.mat
0,4.21696503428582e-05,0.303767049367025,0.01,WeBoSweep20241112T121117.mat
0,0.00237137370566166,0.0151883524683513,1,WeBoSweep20241112T121156.mat
1,0.000749894209332456,0.303767049367025,0,WeBoSweep20241112T121203-4.mat
1,0.000177827941003892,0.303767049367025,0.001,WeBoSweep20241112T121203.mat
0,4.21696503428582e-05,0.0151883524683513,0.01,WeBoSweep20241112T121249.mat
0,0.00237137370566166,0.303767049367025,0.1,WeBoSweep20241112T121337-3.mat
1,0.000177827941003892,0.0151883524683513,0.001,WeBoSweep20241112T121337.mat
1,0.000749894209332456,0.0151883524683513,0,WeBoSweep20241112T121341.mat
0,4.21696503428582e-05,0.303767049367025,0.001,WeBoSweep20241112T121417.mat
1,0.000177827941003892,0.303767049367025,0,WeBoSweep20241112T121510.mat
0,0.00237137370566166,0.0151883524683513,0.1,WeBoSweep20241112T121511.mat
0,0.000562341325190349,0.303767049367025,1,WeBoSweep20241112T121517.mat
0,4.21696503428582e-05,0.0151883524683513,0.001,WeBoSweep20241112T121549.mat
1,0.00237137370566166,0.303767049367025,0.01,WeBoSweep20241112T121623.mat
1,0.000177827941003892,0.0151883524683513,0,WeBoSweep20241112T121645.mat
0,0.000562341325190349,0.0151883524683513,1,WeBoSweep20241112T121658.mat
0,4.21696503428582e-05,0.303767049367025,0,WeBoSweep20241112T121721.mat
1,0.00237137370566166,0.0151883524683513,0.01,WeBoSweep20241112T121809.mat
0,0.000133352143216332,0.303767049367025,1,WeBoSweep20241112T121816.mat
0,0.000562341325190349,0.303767049367025,0.1,WeBoSweep20241112T121838.mat
0,4.21696503428582e-05,0.0151883524683513,0,WeBoSweep20241112T121853.mat
1,0.00237137370566166,0.303767049367025,0.001,WeBoSweep20241112T121947.mat
0,0.000133352143216332,0.0151883524683513,1,WeBoSweep20241112T121956.mat
0,0.000562341325190349,0.0151883524683513,0.1,WeBoSweep20241112T122012.mat
0,3.16227766016838e-05,0.303767049367025,1,WeBoSweep20241112T122026.mat
1,0.00237137370566166,0.0151883524683513,0.001,WeBoSweep20241112T122131.mat
0,0.000133352143216332,0.303767049367025,0.1,WeBoSweep20241112T122137.mat
0,0.000562341325190349,0.303767049367025,0.01,WeBoSweep20241112T122144.mat
0,3.16227766016838e-05,0.0151883524683513,1,WeBoSweep20241112T122209.mat
1,0.00237137370566166,0.303767049367025,0,WeBoSweep20241112T122302.mat
0,0.000133352143216332,0.0151883524683513,0.1,WeBoSweep20241112T122311.mat
1,0.000562341325190349,0.0151883524683513,0.01,WeBoSweep20241112T122318.mat
0,3.16227766016838e-05,0.303767049367025,0.1,WeBoSweep20241112T122352.mat
1,0.00237137370566166,0.0151883524683513,0,WeBoSweep20241112T122442.mat
0,0.000133352143216332,0.303767049367025,0.01,WeBoSweep20241112T122443.mat
1,0.000562341325190349,0.303767049367025,0.001,WeBoSweep20241112T122454.mat
0,3.16227766016838e-05,0.0151883524683513,0.1,WeBoSweep20241112T122527.mat
0,0.00177827941003892,0.303767049367025,1,WeBoSweep20241112T122610.mat
0,0.000133352143216332,0.0151883524683513,0.01,WeBoSweep20241112T122612.mat
1,0.000562341325190349,0.0151883524683513,0.001,WeBoSweep20241112T122632.mat
0,3.16227766016838e-05,0.303767049367025,0.01,WeBoSweep20241112T122659.mat
0,0.00177827941003892,0.0151883524683513,1,WeBoSweep20241112T122751.mat
0,0.000133352143216332,0.303767049367025,0.001,WeBoSweep20241112T122752.mat
1,0.000562341325190349,0.303767049367025,0,WeBoSweep20241112T122808.mat
0,3.16227766016838e-05,0.0151883524683513,0.01,WeBoSweep20241112T122831.mat
1,0.000133352143216332,0.0151883524683513,0.001,WeBoSweep20241112T122926.mat
0,0.00177827941003892,0.303767049367025,0.1,WeBoSweep20241112T122932.mat
1,0.000562341325190349,0.0151883524683513,0,WeBoSweep20241112T122947.mat
0,3.16227766016838e-05,0.303767049367025,0.001,WeBoSweep20241112T122958.mat
1,0.000133352143216332,0.303767049367025,0,WeBoSweep20241112T123057.mat
0,0.00177827941003892,0.0151883524683513,0.1,WeBoSweep20241112T123105.mat
0,0.000421696503428582,0.303767049367025,1,WeBoSweep20241112T123122.mat
0,3.16227766016838e-05,0.0151883524683513,0.001,WeBoSweep20241112T123129.mat
1,0.000133352143216332,0.0151883524683513,0,WeBoSweep20241112T123234.mat
1,0.00177827941003892,0.303767049367025,0.01,WeBoSweep20241112T123235.mat
0,3.16227766016838e-05,0.303767049367025,0,WeBoSweep20241112T123301.mat
0,0.000421696503428582,0.0151883524683513,1,WeBoSweep20241112T123303.mat
0,0.0001,0.303767049367025,1,WeBoSweep20241112T123405.mat
1,0.00177827941003892,0.0151883524683513,0.01,WeBoSweep20241112T123417.mat
0,3.16227766016838e-05,0.0151883524683513,0,WeBoSweep20241112T123431.mat
0,0.000421696503428582,0.303767049367025,0.1,WeBoSweep20241112T123443.mat
0,0.0001,0.0151883524683513,1,WeBoSweep20241112T123545.mat
1,0.00177827941003892,0.303767049367025,0.001,WeBoSweep20241112T123554.mat
0,0,0,0,
0,0.000421696503428582,0.0151883524683513,0.1,WeBoSweep20241112T123617.mat
0,0.0001,0.303767049367025,0.1,WeBoSweep20241112T123727.mat
1,0.00177827941003892,0.0151883524683513,0.001,WeBoSweep20241112T123733.mat
0,0,0,0,
0,0.000421696503428582,0.303767049367025,0.01,WeBoSweep20241112T123750.mat
0,0.0001,0.0151883524683513,0.1,WeBoSweep20241112T123902.mat
1,0.00177827941003892,0.303767049367025,0,WeBoSweep20241112T123910.mat
1,0.000421696503428582,0.0151883524683513,0.01,WeBoSweep20241112T123922.mat
0,0,0,0,
0,0.0001,0.303767049367025,0.01,WeBoSweep20241112T124034.mat
1,0.00177827941003892,0.0151883524683513,0,WeBoSweep20241112T124058.mat
0,0,0,0,
1,0.000421696503428582,0.303767049367025,0.001,WeBoSweep20241112T124105.mat
0,0.0001,0.0151883524683513,0.01,WeBoSweep20241112T124203.mat
0,0.00133352143216332,0.303767049367025,1,WeBoSweep20241112T124231.mat
0,0,0,0,
1,0.000421696503428582,0.0151883524683513,0.001,WeBoSweep20241112T124243.mat
0,0.0001,0.303767049367025,0.001,WeBoSweep20241112T124342.mat
0,0,0,0,
0,0.00133352143216332,0.0151883524683513,1,WeBoSweep20241112T124412.mat
1,0.000421696503428582,0.303767049367025,0,WeBoSweep20241112T124419.mat
1,0.0001,0.0151883524683513,0.001,WeBoSweep20241112T124517.mat
0,0,0,0,
0,0.00133352143216332,0.303767049367025,0.1,WeBoSweep20241112T124553.mat
1,0.000421696503428582,0.0151883524683513,0,WeBoSweep20241112T124557.mat
1,0.0001,0.303767049367025,0,WeBoSweep20241112T124647.mat
0,0,0,0,
0,0.00133352143216332,0.0151883524683513,0.1,WeBoSweep20241112T124726.mat
0,0.000316227766016838,0.303767049367025,1,WeBoSweep20241112T124733.mat
1,0.0001,0.0151883524683513,0,WeBoSweep20241112T124822.mat
0,0,0,0,
0,0.00133352143216332,0.303767049367025,0.01,WeBoSweep20241112T124857.mat
0,0.000316227766016838,0.0151883524683513,1,WeBoSweep20241112T124915.mat
0,7.49894209332456e-05,0.303767049367025,1,WeBoSweep20241112T124955.mat
0,0,0,0,
1,0.00133352143216332,0.0151883524683513,0.01,WeBoSweep20241112T125035.mat
0,0.000316227766016838,0.303767049367025,0.1,WeBoSweep20241112T125056.mat
0,0,0,0,
0,7.49894209332456e-05,0.0151883524683513,1,WeBoSweep20241112T125135.mat
1,0.00133352143216332,0.303767049367025,0.001,WeBoSweep20241112T125212.mat
0,0.000316227766016838,0.0151883524683513,0.1,WeBoSweep20241112T125230.mat
0,0,0,0,
0,7.49894209332456e-05,0.303767049367025,0.1,WeBoSweep20241112T125317.mat
1,0.00133352143216332,0.0151883524683513,0.001,WeBoSweep20241112T125352.mat
0,0.000316227766016838,0.303767049367025,0.01,WeBoSweep20241112T125403.mat
0,7.49894209332456e-05,0.0151883524683513,0.1,WeBoSweep20241112T125453.mat
0,0,0,0,
0,0.000316227766016838,0.0151883524683513,0.01,WeBoSweep20241112T125532.mat
1,0.00133352143216332,0.303767049367025,0,WeBoSweep20241112T125536.mat
0,7.49894209332456e-05,0.303767049367025,0.01,WeBoSweep20241112T125626.mat
0,0,0,0,
1,0.000316227766016838,0.303767049367025,0.001,WeBoSweep20241112T125714.mat
1,0.00133352143216332,0.0151883524683513,0,WeBoSweep20241112T125715.mat
0,7.49894209332456e-05,0.0151883524683513,0.01,WeBoSweep20241112T125755.mat
0,0,0,0,
1,0.000316227766016838,0.0151883524683513,0.001,WeBoSweep20241112T125852.mat
0,0.001,0.303767049367025,1,WeBoSweep20241112T125856.mat
0,7.49894209332456e-05,0.303767049367025,0.001,WeBoSweep20241112T125933.mat
0,0,0,0,
1,0.000316227766016838,0.303767049367025,0,WeBoSweep20241112T130028.mat
0,0.001,0.0151883524683513,1,WeBoSweep20241112T130037.mat
0,0.00749894209332456,0.303767049367025,1,WeBoSweep20241112T130103.mat
0,7.49894209332456e-05,0.0151883524683513,0.001,WeBoSweep20241112T130108.mat
1,0.000316227766016838,0.0151883524683513,0,WeBoSweep20241112T130205.mat
0,0.0316227766016838,0.303767049367025,0.1,WeBoSweep20241112T130217.mat
1,0.0749894209332456,0.303767049367025,0,WeBoSweep20241112T130239.mat
0,0.00749894209332456,0.0151883524683513,1,WeBoSweep20241112T130245.mat
1,0.0749894209332456,0.0151883524683513,0,WeBoSweep20241112T130333.mat
1,0.0177827941003892,0.303767049367025,0.001,WeBoSweep20241112T130340.mat
1,0.0316227766016838,0.0151883524683513,0.1,WeBoSweep20241112T130351.mat
0,0.0562341325190349,0.303767049367025,1,WeBoSweep20241112T130420.mat
0,0.00749894209332456,0.303767049367025,0.1,WeBoSweep20241112T130428.mat
1,0.0177827941003892,0.0151883524683513,0.001,WeBoSweep20241112T130449.mat
1,0.0316227766016838,0.303767049367025,0.01,WeBoSweep20241112T130455.mat
1,0.0177827941003892,0.303767049367025,0,WeBoSweep20241112T130550.mat
1,0.0316227766016838,0.0151883524683513,0.01,WeBoSweep20241112T130601.mat
0,0.0562341325190349,0.0151883524683513,1,WeBoSweep20241112T130602.mat
1,0.00749894209332456,0.0151883524683513,0.1,WeBoSweep20241112T130604.mat
1,0.0316227766016838,0.303767049367025,0.001,WeBoSweep20241112T130657.mat
1,0.0177827941003892,0.0151883524683513,0,WeBoSweep20241112T130659.mat
1,0.00749894209332456,0.303767049367025,0.01,WeBoSweep20241112T130718.mat
0,0.0562341325190349,0.303767049367025,0.1,WeBoSweep20241112T130745.mat
0,0.0133352143216332,0.303767049367025,1,WeBoSweep20241112T130758-3.mat
1,0.0316227766016838,0.0151883524683513,0.001,WeBoSweep20241112T130758.mat
1,0.0316227766016838,0.303767049367025,0,WeBoSweep20241112T130852.mat
1,0.00749894209332456,0.0151883524683513,0.01,WeBoSweep20241112T130856.mat
1,0.0562341325190349,0.0151883524683513,0.1,WeBoSweep20241112T130919.mat
0,0.0133352143216332,0.0151883524683513,1,WeBoSweep20241112T130940.mat
1,0.0316227766016838,0.0151883524683513,0,WeBoSweep20241112T130954.mat
1,0.00749894209332456,0.303767049367025,0.001,WeBoSweep20241112T131010.mat
1,0.0562341325190349,0.303767049367025,0.01,WeBoSweep20241112T131012.mat
0,0.0237137370566166,0.303767049367025,1,WeBoSweep20241112T131048.mat
1,0.0562341325190349,0.0151883524683513,0.01,WeBoSweep20241112T131112.mat
0,0.0133352143216332,0.303767049367025,0.1,WeBoSweep20241112T131122.mat
1,0.00749894209332456,0.0151883524683513,0.001,WeBoSweep20241112T131131.mat
1,0.0562341325190349,0.303767049367025,0.001,WeBoSweep20241112T131202.mat
0,0.0237137370566166,0.0151883524683513,1,WeBoSweep20241112T131229.mat
1,0.00749894209332456,0.303767049367025,0,WeBoSweep20241112T131242.mat
1,0.0133352143216332,0.0151883524683513,0.1,WeBoSweep20241112T131257.mat
1,0.0562341325190349,0.0151883524683513,0.001,WeBoSweep20241112T131259.mat
